Category,Headline,Summary,Date
political-pulse,"As two Congress MLAs sing the praises of Haryana CM Saini, is the party in for more trouble?","Senior Congress leader denies any rift, insists the party is ""intact and there’s no divide""","JANUARY 25, 2025 18:33 IST"
political-pulse,"A family of 10, Rs 10,000 in monthly savings: Why this Dalit family will vote for AAP","Settled in Kondli, the family between ages of 80 and 12, that has a sole breadwinner, says AAP govt schemes touch their lives from school to hospital, travel to power. Plus, they “trust Kejriwal”","JANUARY 25, 2025 18:33 IST"
political-pulse,"Now, ‘Vote Jihad 2’: Fadnavis govt puts birth certificates under watch in anti-illegal Bangladeshi campaign","Drive comes ahead of local body polls, coincides with arrest in Saif Ali Khan case","JANUARY 28, 2025 02:51 IST"
political-pulse,"Why President, Modi, Kejriwal, everyone is talking middle class in Delhi","There is no uniform definition of middle class and estimates vary depending on different studies. However, that the Capital has among the highest proportion of middle class is one constant.","JANUARY 31, 2025 17:14 IST"
political-pulse,"In Delhi, how AAP sops have echoed as BJP, Cong’s poll theme song after 2013",The 2013 manifestos of both Congress and BJP made an aspirational pitch; they started following AAP's playbook as it rode welfare plank to sweep 2015 and 2020 polls,"JANUARY 24, 2025 22:04 IST"
political-pulse,Feeling left out? Sangh workers can now reach BJP’s 19 Maharashtra ministers via PAs dedicated for this,BJP also appoints a Sudhir Deulgaonkar as chief coordinator to act as a bridge between Devendra Fadnavis government and the Sangh. He will operate from BJP office in Mantralaya.,"JANUARY 24, 2025 17:25 IST"
political-pulse,Today in Politics: Delhi HC to pronounce order on BJP MLAs’ plea seeking tabling of CAG report in Assembly,"The BJP has alleged that the AAP is not allowing the report in the House as it had flagged corruption worth Rs 2,000 crore during its tenure","JANUARY 24, 2025 07:19 IST"
political-pulse,"In Dalit colonies of Delhi, AAP schemes outrank Constitution issues: ‘At least Kejriwal is helping us’","“Modi cannot sustain Kejriwal’s schemes. He is ruling in so many states, if he gives them in one, he will have to in many. And he calls these benefits revris”","JANUARY 24, 2025 17:27 IST"
political-pulse,"‘AAP should answer who is its CM face… In BJP, any karyakarta can be CM’: BJP Delhi in-charge Jay Panda","Both Congress and AAP are fighting for survival. Congress has put up some well-known names and in its fight for survival, may put up a strong fight. But it doesn’t matter to us, says","JANUARY 24, 2025 17:26 IST"
political-pulse,"Haryana BJP woes grow, party polls put off as Brahmin bodies rally behind state chief accused of ‘rape’","The Brahmin community has been holding meetings and press conferences across the state, claiming a conspiracy to ensure Mohan Lal Badoli does not return as state chief: ""He does not even smoke beedi""","JANUARY 24, 2025 17:27 IST"
political-pulse,"Amid rise of superstar Vijay’s party, ‘Tamil nationalist’ Seeman hardens stance on Periyar",70 cases have been filed against Seeman in the last month as he doubles down on claims regarding Periyar’s views on religion and feminism,"JANUARY 24, 2025 17:27 IST"
political-pulse,"Shahabuddin at its heart, Bihar’s Siwan braces for old ‘gang’ names and an old rivalry","Ahead of Assembly polls, brothers Rayees and Ayub Khan, who are former associates of the late don Shahabuddin and face a long list of charges, have been embraced by Chirag Paswan’s LJP.","JANUARY 24, 2025 07:00 IST"
political-pulse,Waqf Bill JPC head: ‘There was high-intensity gatirodh (standoff) at the start… now even Opposition satisfied’,Jagdambika Pal says ready to submit report in coming Budget Session: “The Speaker provided 40 staff members and every single suggestion was scrutinised... A room in Parliament was set aside”,"JANUARY 24, 2025 06:04 IST"
political-pulse,Newsmaker | Sena (UBT) claims there is a new ‘rebel’ in Shinde camp: Who is Maharashtra minister Uday Samant,"With the Opposition alleging a plot by BJP to replace Eknath Shinde with him, Samant issued a video from Davos to refute charges","JANUARY 23, 2025 20:03 IST"
political-pulse,Today in Politics: Rising face in Maharashtra politics; UCC local body polls,Maharashtra Industries minister Uday Samant’s name has been doing the rounds in Mumbai as someone who could split the Sena,"JANUARY 23, 2025 08:15 IST"
political-pulse,"In Rajasthan, BJP mandal polls hang fire amid infighting, delay state chief selection",State BJP's OBC face Madan Rathore is expected to be named its president for a second term as he assumed the post only in July 2024 and has “good equations” with CM Sharma and party leadership,"JANUARY 23, 2025 07:41 IST"
political-pulse,"In Goa, a slugfest over remark that first CM had ‘allergy to state’s identity’","CM Pramod Sawant, BJP ally MGP, and Opposition AAP have come out against GFP president Vijai Sardesai’s statement on CM Dayanand Bandodkar","JANUARY 23, 2025 15:33 IST"
political-pulse,"Uttarakhand civic polls today, can Congress put up a fight despite string of setbacks?","Riding UCC, BJP banked on Hindutva issues in its campaign, Congress on bread and butter ones","JANUARY 23, 2025 15:28 IST"
political-pulse,"Ayodhya a year later: A city, its officials trying to keep pace with pilgrim numbers","Ram Temple completion date March 30, 2025, with roads, flyovers, hotels under construction across a city that is also seeing a Kumbh spillover","JANUARY 23, 2025 22:11 IST"
political-pulse,"Rs 6 a pen to Rs 6,150 an elephant: The EC’s budget for Delhi candidates","Expenditure cap per Assembly poll candidate Rs 40 lakh, poll officials have a range of items in their list, with the maximum money that can be spent on them listed. There is a process behind arriving at these rates","JANUARY 22, 2025 21:02 IST"
political-pulse,"AAP’s middle path: A manifesto for middle class, a reframing of welfare schemes","Party that was born of a movement supported essentially by middle class, AAP wants to shed image of being only for poor, with eye on BJP vote bank.","JANUARY 23, 2025 05:12 IST"
political-pulse,"Selection BJP’s chosen route, why talk of election for Karnataka chief may not mean much",The talk has stirred open sniping at current state chief B Y Vijayendra. But state unit has always unanimously elected its president – and that may not change in the end,"JANUARY 22, 2025 22:29 IST"
political-pulse,JD(U) in or out of NDA in Manipur? Confusion prevails,State chief writes to the Governor to “further reiterate” the party’s stand even as central leadership and lone legislator’s aides claim the JD(U) is firmly with the alliance,"JANUARY 23, 2025 02:27 IST"
political-pulse,"Disquiet in NDA over UGC draft rules: JD(U) flags row; TDP, LJP(RV) guarded","Opposition-ruled states are up in arms against UGC proposals giving Chancellors greater power to pick V-Cs, saying it would undermine federalism and higher education sector","JANUARY 23, 2025 02:39 IST"
political-pulse,Rahul’s white is more than style: A look at India’s rainbow politics,"Saffron for BJP, red for Left... but there are many other colours asssociated with parties on the horizon","JANUARY 23, 2025 06:52 IST"
political-pulse,"Today in Politics: PM Modi to address BJP workers in Delhi; AAP, Congress gulf deepens","Plus, Yogi Adityanath-led UP Cabinet heads to Kumbh for a meeting","JANUARY 22, 2025 08:46 IST"
political-pulse,"In seats on Delhi-UP border, Arvind Kejriwal’s schemes face Yogi’s smooth lanes","Much appreciation for Delhi schools and hospitals on the UP side, but East Delhi seats fret about worsening roads, sewage situation in comparison","JANUARY 22, 2025 07:20 IST"
political-pulse,"Devendra Fadnavis in Davos, Sena sulks back home: How disagreements in Mahayuti over district guardianship are playing out","While all 19 BJP ministers have been given district guardian posts, three Sena ministers and two NCP ministers have missed out. Two appointments have been put on hold till Fadnavis returns.","JANUARY 22, 2025 07:10 IST"
political-pulse,Delhi liquor scam ‘link’ to Palakkad water crisis: Why Vijayan govt is drawing fire over a distillery,The Opposition has also questioned the proposed distillery in Palakkad on other grounds including its impact on the already depleted water table in the drought-prone district.,"JANUARY 22, 2025 14:17 IST"
political-pulse,"Why Ram Temple figured big in Mohan Bhagwat, Narendra Modi’s first messages for 2025","Take on Congress Constitution campaign, highlight Sangh Parivar’s role in helping India achieve “cultural consciousness”, going beyond political freedom","JANUARY 22, 2025 10:59 IST"
political-pulse,How Rahul Gandhi lit the spark of latest Bihar political row with comment on caste survey,"Congress, RJD say Gandhi only meant to question the Nitish Kumar-led government ""failure"" to get the quota that was arrived at following the survey not included in Ninth Schedule, leading to its scrapping","JANUARY 21, 2025 18:49 IST"
political-pulse,"‘Once AAP wins again, LG obstructionism will see a big fall’: Atishi","In interview to The Indian Express, the Delhi CM says the fact that AAP govt didn’t destabilise after Kejriwal’s resignation was her biggest achievement","JANUARY 22, 2025 08:15 IST"
political-pulse,"From the Urdu Press: ‘In Delhi battle of sops, BJP following Kejriwal playbook’, ‘Tejashwi elevation set to impact Bihar polls’","“Rahul Gandhi was making a critique of Modi govt's policies and Sangh Parivar from political and ideological lenses. By gunning for him, the BJP camp sought to divert attention from the issues he was flagging”: Roznama Rashtriya Sahara","JANUARY 21, 2025 15:56 IST"
political-pulse,"Why AAP, BJP are closely watching 9 Assembly seats in Delhi","In the 2020 Assembly elections, the AAP saw its victory margins plummet in seven of these nine seats from 2015, while it lost two to the BJP","JANUARY 23, 2025 12:44 IST"
political-pulse,Uttarakhand UCC rules: No change in resolution of personal law disputes for now,"Uttarakhand UCC rules: Sources said the rules that are set to be notified mention only the registration of marriage, divorce and live-ins","JANUARY 23, 2025 02:28 IST"
political-pulse,"Another ‘snub’ for Bhupinder Hooda, loyalist Udai Bhan, find no place in Congress Delhi star campaigner list","Move comes weeks after AICC general secretary in-charge Dipak Babaria withheld a list of district presidents appointed by Bhan, citing “procedural lapses” and amid uncertainty over Hooda retaining LoP post","JANUARY 21, 2025 13:57 IST"
political-pulse,"Another ‘snub’ for Bhupinder Hooda, loyalist Udai Bhan, find no place in Congress Delhi star campaigner list","Move comes weeks after AICC general secretary in-charge Dipak Babaria withheld a list of district presidents appointed by Bhan, citing “procedural lapses” and amid uncertainty over Hooda retaining LoP post","JANUARY 21, 2025 13:57 IST"
political-pulse,"Who are the 20 ‘unknowns’ taking on Arvind Kejriwal in New Delhi: AAP vs BJP, also AAP (Peoples) vs BLP",The Assembly constituency has the most candidates of any of Delhi’s 70 seats. But that has almost always been the case in this high-profile seat,"JANUARY 21, 2025 17:08 IST"
political-pulse,"‘Kejriwal sops fine, but vikas poor’: BJP dents AAP’s Purvanchali vote bank","Citing Delhi's “poor roads and amenities”, several Purvanchalis say they would back BJP for development and Hindutva; flag models of Modi, Yogi govts.","JANUARY 21, 2025 14:15 IST"
political-pulse,"In AAP’s existential battle, several factors are at play: What to watch out for in Delhi polls","For many in the BJP, Arvind Kejriwal could be the “biggest threat” to the party in the future. He is politically savvy, reads the popular mood, uses the same idiom as the BJP, and focuses on welfarism.","JANUARY 25, 2025 19:44 IST"
political-pulse,Independent MLA who is pain in Rajasthan govt’s neck: Who is Ravindra Bhati,"A former ABVP “sympathiser” and BJP leader, the Sheo MLA who pulled off an upset in the elections is facing an FIR for stalling renewable energy projects worth Rs 8,500 crore in his constituency","JANUARY 21, 2025 14:39 IST"
political-pulse,"Today in Politics: Congress to hold ‘Jai Bapu, Jai Bhim, Jai Samvidhan’ rally in Belagavi","Also, A three-member judicial commission probing the Sambhal riots is set to visit the UP city.","JANUARY 21, 2025 07:21 IST"
political-pulse,"Amid simmering MP Congress feuds, chief warns satraps: ‘Cancer of factionalism will finish party if not curbed’",MPCC president Jitu Pawari has been grappling with tension with the factions of Kamal Nath and Digvijaya Singh as well as CLP leader Umang Singhar,"JANUARY 25, 2025 18:18 IST"
political-pulse,Rahul Gandhi’s ‘nyay’ clothed in Rahul’s favourite: a white T-shirt,"“Everyone, rich or poor, can associate with a T-shirt. For swaraj, charkha, khadi and topi were symbols. We needed a symbol too to popularise Rahul’s brand of politics”.","JANUARY 21, 2025 05:02 IST"
political-pulse,Why BJP pushed to get farmers back to negotiating table after a year of no breakthrough,"Rivals say the onus of ensuring the talks succeed now lies on the BJP-led Centre but with farmer leader Jagjit Singh Dallewal still refusing to break fast, the situation hangs in the balance.","JANUARY 20, 2025 20:17 IST"
political-pulse,"Decode Politics: Nehru Memorial to PM Memorial, how its face has changed","Senior Congress leader Jairam Ramesh says control of body has moved from “historians to di-storians”, but the “autonomous” body under Culture Ministry has faced charges of ideological bias under UPA as well","JANUARY 27, 2025 02:42 IST"
political-pulse,"Uttarakhand govt clears UCC rules, set to be rolled out after local body elections","Uttarakhand’s Pushkar Dhami Cabinet convened Monday to approve the UCC, which is expected to be rolled out after local body polls in the state. Congress objects, calls it a ‘violation of the Mode Code of Conduct’.","JANUARY 21, 2025 00:54 IST"
political-pulse,"J-K statehood awaited, Omar Abdullah govt not keen on local body polls before it","J&K govt sources point out that “the reins of power remain in Delhi”, while there is a multi-level command structure in UT, leaving very little room for panchayats and DDCs to function","JANUARY 21, 2025 01:58 IST"
political-pulse,Why NDA’s second largest ally not making big demands in Union Budget,"TDP wants Centre to fulfill only promises made in Andhra Reorganisation Act, 2014, doesn't want to put BJP under too much pressure, ignores YSRCP criticism","JANUARY 20, 2025 15:41 IST"
political-pulse,Today in Politics: Kolkata court to pronounce quantum of sentence in R G Kar case,Apex court likely to hear plea regarding custody of techie Atul Subash’s child,"JANUARY 20, 2025 07:32 IST"
political-pulse,Caste and Delhi Assembly polls: What the candidate lists of three major parties reveal,"Upper castes are seen to dominate disproportionately in the capital, forming the largest vote bloc. Among them, Brahmins make up the largest chunk, followed by Rajputs, Vaishyas, and Punjabi Khatris.","JANUARY 20, 2025 07:25 IST"
political-pulse,"India cricketer Rinku Singh to marry SP MP Priya Saroj, both families have agreed","Rinku, who is busy preparing for the T20 series against England that begins on Wednesday, will marry Saroj in a year's time, those in the know have said.","JANUARY 20, 2025 07:22 IST"
political-pulse,"In Chattisgarh, BJP first-time MLA’s second innings as party chief: Who is Kiran Singh Deo","Deo rose from the ranks, starting as a BJP youth worker from Bastar, who was first named the state BJP chief in January 2024 following the party's return to power","JANUARY 20, 2025 09:54 IST"
political-pulse,"As Haryana BJP chief deals with the fallout of gang-rape allegation, BJP waits and watches","Anil Vij sole state BJP leader to call on Mohan Lal Badoli to step aside till probe is over; insiders say though Badoli’s position is weakened, his track record “stands in his favour”","JANUARY 20, 2025 05:22 IST"
political-pulse,"With Tejashwi Yadav crowned its undisputed leader, RJD turns a page in Bihar election year","Apart from declaring him its CM candidate for the Assembly polls, RJD passes a resolution giving Tejashwi the power to “change the party name and symbol”, putting him at par with his father and RJD founder Lalu Prasad in the hierarchy.","JANUARY 20, 2025 05:27 IST"
political-pulse,How the murder of two TMC leaders in a Bengal district laid bare deep divisions in the party,"Among the two killed in Malda is Mamata Banerjee’s close associate Dulal Sarkar. In both cases, the accused are other Trinamool Congress leaders.","JANUARY 20, 2025 04:11 IST"
political-pulse,"Thaw in Congress, RJD chill as Rahul Gandhi meets Lalu Prasad Yadav; INDIA allies warm up for Bihar polls","RJD national executive hails Tejashwi's leadership, highlighting his role in formation of INDIA bloc; hopes to form next Bihar govt under his leadership.","JANUARY 20, 2025 09:58 IST"
political-pulse,"‘Don’t want empty promises’: Amid Delhi polls, L-G ‘model’ villages await health infra",The residents of several Northwest Delhi villages adopted by L-G Saxena feel “betrayed” as the proposals for their all-round development are yet to be fulfilled,"JANUARY 20, 2025 10:00 IST"
political-pulse,Today in Politics: TMC after RG Kar verdict; Amit Shah in Andhra for more projects,The quantum of sentence in the RG Kar case will be pronounced Monday by Additional District and Sessions Judge Anirban Das of the Sealdah court.,"JANUARY 19, 2025 22:06 IST"
political-pulse,"Decode Politics: Why Centre’s plan for Kashi Tamil Sangamam 3.0 has reignited BJP, DMK faultline",BJP dispensation’s move to make Sage Agasthyar the KTS 3.0 focus has been seen by the Dravidian camp as a fresh bid to “appropriate” a key Tamil icon,"JANUARY 20, 2025 10:01 IST"
political-pulse,"Ajit Pawar in Catch-22 as Maratha, OBC faultline flares over Beed sarpanch murder","To avoid being seen as a champion of either Marathas or OBCs, NCP chief has stuck to the stand in Deshmukh murder case that his decision on minister Munde's fate would depend on outcome of police probe.","JANUARY 19, 2025 22:06 IST"
political-pulse,"In poll-bound Delhi, rural joblessness twice national average, education brightest spot","As AAP govt seeks votes on health and education agenda, on several health indicators such as stunting among children and insurance, concerns remain","JANUARY 20, 2025 08:05 IST"
political-pulse,‘Rahul Gandhi under radical Left influence’: How BJP’s line of attack against the Congress leader has evolved,"Since 2023, the BJP has repeatedly accused the Lok Sabha Leader of Opposition of standing against “national interests”. This week, after Gandhi claimed that the Congress was fighting the “Indian state itself”, the criticism sharpened further.","JANUARY 19, 2025 22:06 IST"
political-pulse,A bend in the train to Kashmir: Parties argue that switch at Katra in Jammu ‘defeats purpose’,"CM Omar Abdullah’s initial defence of the same over “security concerns” draws fire, he backtracks, says “no change of trains will be supported by us”","JANUARY 18, 2025 10:00 IST"
political-pulse,"R G Kar verdict today, why Mamata Banerjee and TMC feel ‘vindicated’",CBI’s findings are almost the same as the initial Kolkata Police probe with only one accused charged. Neither has the case caused any political setbacks to the party,"JANUARY 18, 2025 07:47 IST"
political-pulse,"This year, President’s At Home ‘will sound, taste, feel like South India’","Focus on Southeast Asia and showcasing geographical diversity, the region’s dishes, textiles and art to be showcased at the Republic Day event","JANUARY 18, 2025 19:02 IST"
political-pulse,Today in Politics: Rahul Gandhi in Bihar with his Constitution pitch; RG Kar case verdict,"Plus, Singapore PM Tharman Shanmugaratnam in Odisha; a new BJP chief will assume charge.","JANUARY 18, 2025 07:03 IST"
political-pulse,"After PM Modi, a meeting with RSS: BJP ministers in Maharashtra to discuss ‘core issues’ with Sangh as local body polls loom",The meeting is scheduled to be held over the weekend at the RSS office in Mumbai’s Lower Parel as coordination between the two sides goes from strength to strength after Lok Sabha poll hiccup.,"JANUARY 17, 2025 22:19 IST"
political-pulse,Newsmaker | Meet new Assam BJP chief Dilip Saikia: ‘Unopposed’ old guard who rose from ABVP,Dilip Saikia takes over amid dissent within a section of the “old guard” in the state BJP over the new guard led by Chief Minister Himanta Biswa Sarma.,"JANUARY 17, 2025 19:11 IST"
political-pulse,"After JD(U) caution, BJP concern about Delhi poll blowback, Shehzad Poonawalla apologises to Purvanchalis",A heated television debate between the BJP spokesperson and AAP's Rituraj Jha devolved into a shouting match with both trading barbs over their surnames.,"JANUARY 17, 2025 17:27 IST"
political-pulse,"As Uttarakhand gears up to implement UCC, minority outfits prepare for a legal battle",Organisations representing the interests of Muslims claim the code violates Article 246 and its provisions either “impose one religion on the other”. They have also alleged a lack of clarity on key issues such as inheritance and marriage.,"JANUARY 18, 2025 12:52 IST"
political-pulse,"Why Mizoram, Nagaland are silent on Centre’s bid to regulate entry of foreigners via India-Myanmar border","Instead of scrapping Free Movement Regime (FMR) as it announced earlier sparking a backlash, the Centre has now just amended it to regulate foreigners' entry.","JANUARY 17, 2025 15:26 IST"
political-pulse,"As Odisha joins Ayushman Bharat, the stage is set for the next round in BJP-BJD battle","While the ruling party promised to discontinue the previous BJD government health scheme after coming to power, its popularity forced it to merge with the Central scheme.","JANUARY 17, 2025 13:23 IST"
political-pulse,"Today in Politics: Delhi election heats up, Siddaramaiah-DK Shivakumar rivalry again in focus","Plus, Lok Sabha MP Dilip Saikia is set to be the next Assam BJP president as he was the only nominee for the post till Thursday, the last day for filing nominations, a party leader said.","JANUARY 17, 2025 08:14 IST"
political-pulse,"As Centre sets up National Turmeric Board, Telangana farmer leaders say: ‘Let it start functioning’","State BJP leader Palle Ganga Reddy, who missed out on an Assembly poll ticket, to head NTB","JANUARY 17, 2025 12:29 IST"
political-pulse,"After a lull, Siddaramaiah, Shivakumar camps again rock Karnataka Congress boat","The trigger is start of 2025, the year that power was purportedly to change hands from CM to Deputy CM in Karnataka.","JANUARY 17, 2025 07:50 IST"
political-pulse,"BJP leaves 2 Delhi seats for Bihar allies, no luck for Shinde Sena",JD(U) will contest the Burari seat and has announced Shailendra Kumar as its candidate while LJP (RV) will field its candidate from Deoli in the February 5 polls,"JANUARY 17, 2025 05:20 IST"
political-pulse,"Held by ED in ‘liquor’ scam, Congress’s biggest Bastar face: Who is Kawasi Lakhma","One of the few survivors of Jhiram Ghati Maoist attack that wiped out the Congress state leadership, Lakhma has not looked back since party handpicked him ahead of 1998 Assembly elections","JANUARY 17, 2025 09:54 IST"
political-pulse,Amit Shah vs Sharad Pawar flare-up: Why they are saying what they are,"As the BJP leader raises NCP(SP) chief's 'betrayal', Pawar hits back with 2010 ""tadipaar"" reference. A look back at what happened at the time.","JANUARY 17, 2025 09:56 IST"
political-pulse,Why Lalu Prasad is holding out a hand to Ram Vilas Paswan’s brother,"RJD is looking at a tough battle against NDA in Assembly polls, with INDIA fortunes on the slide. But the Yadav-Paswan experiment has failed before","JANUARY 17, 2025 13:30 IST"
political-pulse,"Enter another Mayawati nephew: After BSP chief’s birthday, 26-yr-old attends party meeting","Party leaders read the signs, expect Ishaan Anand, the younger brother of BSP No.2 Akash Anand, to have a bigger role","JANUARY 17, 2025 09:59 IST"
political-pulse,"Karnataka’s ‘last Naxals’: How the state government got a group of rebels to give up arms, return to the mainstream","Heavily depleted, running low on resources, and cut off from the CPI (Maoist) leadership, eight rebels, several of them from Karnataka, returned to the state in 2024 after almost eight years in Kerala. Here is what happened next","JANUARY 16, 2025 21:59 IST"
political-pulse,"Kumbh Mela: At VHP meeting of saints, ‘freeing temples’ from govt control, Hindu claims on mosques","At the Margdarshak Mandal meeting from January 24 to 27 at Prayagraj, saints are also likely to raise issues such as love jihad, ghar wapsi and conversions, and the situation in Bangladesh.","JANUARY 17, 2025 09:58 IST"
political-pulse,"Amritpal heats up panthic politics with new party, could make Sukhbir Badal sweat","Sukhbir Badal, BJP target Akali Dal (Waris Punjab De); CM Mann says “attempts to polarise people failed in the past too”","JANUARY 16, 2025 10:00 IST"
political-pulse,Today in Politics: KTR to appear before ED in Formula E case,Telangana CM Revanth Reddy in Delhi; V K Singh to take oath as Mizoram Governor,"JANUARY 16, 2025 07:36 IST"
political-pulse,"RSS to take over 8,000 students for spiritual, cultural ‘Kumbh darshan’",Sangh functionaries claim the learnings of the visit will also prevent students from “falling prey” to religious conversions.,"JANUARY 16, 2025 21:59 IST"
political-pulse,Will ‘Sheesh Mahal’ topple Arvind Kejriwal on his turf? New Delhi seat isn’t so sure,"AAP govt’s welfare schemes continue to hold appeal in constituency won by former Delhi CM Arvind Kejriwal the past three times, though discontent increasing over lack of jobs, infrastructure ‘decay’.","JANUARY 16, 2025 21:59 IST"
political-pulse,Uttarakhand Cong hit by fresh trouble as PCC chief seeks action against ‘rebel’ MLA,"With UPCC reeling from defections, the party's Pithoragarh MLA Mayukh Mahar has also defied it by supporting an Independent for mayoral poll.","JANUARY 15, 2025 18:46 IST"
political-pulse,"In Delhi manifesto, BJP may outdo AAP, pledge free bus rides for male students, senior citizens","The party is also likely to pledge a cash-for-women assistance scheme, increase free power units and propose “jaha jhuggi, waha makan”","JANUARY 15, 2025 18:11 IST"
political-pulse,"Old is gold at Congress new HQ, party’s 140-year history adorns the six storeys","Rare photographs, quotes of icons adorn the walls; sources say the interiors bear the touch of Priyanka Gandhi Vadra","JANUARY 17, 2025 02:59 IST"
political-pulse,"How many BPL families in Himachal? Cong govt orders re-survey, BJP calls move ‘political’","Inclusion in the BPL category is an eligibility condition for several welfare schemes, making it potentially a powerful political mechanism","JANUARY 15, 2025 14:51 IST"
political-pulse,"How BJP is using Maha Kumbh for outreach to Dalits, OBCs: Yogi’s ‘Samta’ pitch to Modi poster",Yogi govt’s posters for Maha Kumbh include one featuring an image of a statue of Lord Ram with Nishad Raj and another one with a picture of PM Modi cleaning feet of sanitation workers during 2019 Kumbh,"JANUARY 16, 2025 04:25 IST"
political-pulse,"As UCC rollout coincides with Uttarakhand civic polls, BJP Muslim candidates keep focus on vikas","With more Muslim candidates than ever in state local polls, BJP talks of “development” undertaken by Centre and state govts, tries to explain the “benefits” of UCC to voters","JANUARY 15, 2025 11:24 IST"
political-pulse,Today in Politics: PM Modi in Mumbai to commission naval vessels; Congress to inaugurate new national headquarters,"The Supreme Court will hear several cases, including on the health of fasting farmer leader Jagjit Singh Dallewal and the Krishna Janmabhoomi-Shahi Idgah dispute","JANUARY 15, 2025 07:47 IST"
political-pulse,"Decode Politics: Congress moves into new office today, why party, BJP continue to hold old ones too","Up to govt to take action, even as rules require parties to vacate properties allotted to them if they have been given land to construct their own offices.","JANUARY 15, 2025 07:26 IST"
political-pulse,"Mohan Bhagwat ‘quotes’ Pranab Mukherjee: If no Ghar Wapsi, Adivasis would turn anti-national","Bhagwat said this at an event in Indore Monday to present the ‘National Devi Ahilya Award’ to VHP leader Champat Rai, who is also the general secretary of Shri Ram Janmabhoomi Teerth Kshetra Trust.","JANUARY 15, 2025 07:57 IST"
political-pulse,"For UP bypoll to avenge Ayodhya loss, BJP fields own Pasi to counter SP’s: Who is Chandrabhan Paswan?","A little-known district functionary in Ayodha, Paswan, who will be making his electoral debut, has been chosen over former MLAs Baba Gorakhnath and Ramu Priyadarshi.","JANUARY 15, 2025 10:39 IST"
political-pulse,"As Modi sets a new tone in Sonamarg, a look at his J&K speeches after Art 370 abrogation","On March 7, 2024, during his first visit to the Valley after August 2019 move, PM repeatedly mentioned Article 370, saying it served interest of some dynasties and that J&K now “breathes freely”.","JANUARY 15, 2025 09:25 IST"
political-pulse,"Against AAP’s Saurabh Bharadwaj, Delhi BJP wants Smriti Irani as an option","Greater Kailash Assembly seat is seen as tough going for BJP; three other women leaders in race, the state unit requests Central leadership for a charismatic face in the Delhi fight","JANUARY 15, 2025 09:29 IST"
political-pulse,"Rajasthan Speaker: ‘Both sides (in religious disputes) have context … All centres of faith should be respected, this applies equally to everyone’","“We have to think about demography and ensure there is no demographic change. The beliefs of every community should be respected. Thoughts can be different, worshipping style can be different, but Hindustan is one, and it should be respected,” says Vasudev Devnani, who is the Ajmer North MLA.","JANUARY 14, 2025 20:58 IST"
political-pulse,"Gloves off between Rahul Gandhi, Arvind Kejriwal, where does INDIA go from here","Even when they were allied, the Congress leader and AAP supremo were not able to put tensions between them aside for a joint appearance outside the INDIA platform.","JANUARY 15, 2025 09:33 IST"
political-pulse,"Accused of ‘gangrape’, who are Haryana BJP chief Mohan Lal Badoli, ‘former Modi bhakt’ Rocky Mittal","Badoli is seen as the BJP’s Brahmin face in the state while Mittal is a Haryanvi singer-composer who claims to have sung hundreds of songs in praise of PM Modi and CM Yogi, before switching to Congress","JANUARY 15, 2025 09:32 IST"
political-pulse,"From north to south, a universal truth of politics: Sons shine, daughters eclipsed",The regional disparities don’t matter when it comes to party patriarchs preferring sons to pass on the baton to.,"JANUARY 15, 2025 09:26 IST"
political-pulse,"From the Urdu Press: ‘CAG reports sealed Manmohan govt’s fate, haunt Kejriwal now’, ‘Cong may be lone Maharashtra Opp’","“Union minister Vaishnaw has called Zuckerberg's statement 'factually incorrect'... However, BJP had stopped well short of a simple majority by getting 240 seats,” writes Siasat","JANUARY 14, 2025 18:45 IST"
political-pulse,"MLA held, top leaders detained over incident, BRS asks where is Constitution Congress talks about","Following an altercation between him and a Congress MLA, Padi Kaushik Reddy spends a night in jail. Congress defends move as precautionary measure for law and order","JANUARY 15, 2025 09:31 IST"
political-pulse,"Karan Singh, the man in the middle, spans the arc of history: Mountbatten, Nehru to Modi","Statehood must be restored in J&K “soonest”, because unless it becomes a fully empowered state, it will “not have the complete powers of democracy”, says Congress veteran, weeks short of 94","JANUARY 15, 2025 06:51 IST"
political-pulse,"Amid farmers’ stir, Shivraj Singh Chouhan goes the extra mile, reaches out to states",Around 18 senior officials at Krishi Bhawan have been directed to oversee agricultural issues in various states. These nodal officers are also expected to accompany Union minister Shivraj Singh Chouhan during his state visits.,"JANUARY 15, 2025 08:18 IST"
political-pulse,Today in Politics: PM Modi to mark IMD’s 150th foundation day; jailed Punjab MP Amritpal Singh to launch party,Delhi Chief Minister Atishi is scheduled to file her nomination papers to contest from the national capital’s Kalkaji Assembly constituency.,"JANUARY 14, 2025 07:14 IST"
political-pulse,Why TMC leader P V Anvar’s decision to resign from Kerala Assembly may fuel a Congress feud,"The Independent legislator from Nilambur has backed the candidature of V S Joy, the Congress’ Malappuram district president, for the subsequent bypoll. This is unlikely to go down well with local Congress leader Shoukath, whom Anvar defeated in the 2016 Assembly polls.","JANUARY 14, 2025 18:46 IST"
political-pulse,PM Modi-Omar Abdullah bonhomie to an absent NC MP: 5 takeaways from Z-Morh tunnel inauguration in Sonamarg,The J&K CM was a fierce critic of the BJP during the elections but has been on a reconciliatory path since taking charge of the Union Territory.,"JANUARY 14, 2025 18:46 IST"
